artists,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,liveness,is_explicit,mode,cluster,cluster_name,popularity
Sergei Barracuda,0.617,0.588,0.589,119.645,0.065,0.282,0.0,0.508,0.992,0.981,4,Brazilian Beat,56.7
Sergio Alejandro,0.884,0.629,0.869,108.026,0.168,0.042,0.003,0.049,0.0,0.0,0,High Energy Pop,
Sergio Ramos,0.65,0.789,0.587,129.972,0.032,0.05,0.0,0.902,0.0,0.0,4,Brazilian Beat,
Sergiusz,0.767,0.666,0.516,141.013,0.159,0.134,0.0,0.154,1.0,0.175,2,Latin Groove,
Sertab Erener,0.56,0.613,0.626,103.654,0.707,0.1,0.0,0.202,0.0,0.613,3,Asian Acoustic,72.4
Serøtonin,0.619,0.611,0.809,99.362,0.621,0.145,0.141,0.165,0.295,0.295,2,Latin Groove,63.3
Seshnolan,0.461,0.78,0.448,171.285,0.128,0.363,0.0,0.181,0.0,0.0,0,High Energy Pop,
Sessi,0.754,0.609,0.363,98.019,0.122,0.051,0.001,0.102,0.0,0.0,2,Latin Groove,21.0
Set Off,0.796,0.826,0.727,98.001,0.171,0.096,0.0,0.074,0.0,0.0,2,Latin Groove,
Seth Dyer,0.637,0.481,0.539,71.973,0.233,0.07,0.0,0.092,0.0,0.0,3,Asian Acoustic,16.5
Seu Jorge,0.492,0.427,0.443,80.492,0.364,0.372,0.005,0.53,0.0,0.0,4,Brazilian Beat,
Seun Kuti,0.644,0.722,0.613,179.957,0.036,0.061,0.0,0.117,0.0,0.0,0,High Energy Pop,
Seun1401,0.847,0.706,0.551,112.432,0.048,0.055,0.001,0.07,0.0,0.863,0,High Energy Pop,
Sevak,0.83,0.576,0.482,110.019,0.061,0.041,0.0,0.067,0.0,0.0,2,Latin Groove,
Sevdaliza,0.749,0.745,0.671,130.81,0.028,0.042,0.0,0.119,0.284,0.0,0,High Energy Pop,
Seven Kayne,0.729,0.494,0.226,130.279,0.316,0.208,0.0,0.124,1.0,0.799,2,Latin Groove,
Seventeen,0.436,0.692,0.394,139.739,0.175,0.03,0.031,0.164,0.0,1.0,1,Pop Mainstream,78.9
Sexmane,0.685,0.71,0.655,143.525,0.118,0.093,0.0,0.124,0.516,0.445,0,High Energy Pop,58.8
Sexton,0.688,0.735,0.479,80.002,0.011,0.127,0.0,0.214,1.0,1.0,2,Latin Groove,23.0
Sexy Ru,0.501,0.692,0.413,159.945,0.075,0.042,0.0,0.081,0.0,0.0,0,High Energy Pop,
Sexy Rú,0.501,0.692,0.413,159.945,0.075,0.042,0.0,0.081,0.0,0.0,0,High Energy Pop,
Sexyy Red,0.627,0.744,0.307,129.215,0.101,0.167,0.0,0.383,1.0,0.98,4,Brazilian Beat,79.4
Seyi Vibez,0.663,0.684,0.64,110.173,0.322,0.164,0.001,0.175,0.186,0.543,2,Latin Groove,66.6
Sez on the Beat,0.525,0.83,0.511,82.965,0.014,0.302,0.0,0.372,0.0,1.0,4,Brazilian Beat,
Sezairi,0.58,0.396,0.383,138.769,0.53,0.08,0.0,0.142,0.0,1.0,3,Asian Acoustic,
Sfarzo Rtee,0.879,0.435,0.261,111.976,0.055,0.072,0.283,0.082,0.0,0.0,2,Latin Groove,
Sfera Ebbasta,0.691,0.669,0.422,124.715,0.212,0.145,0.001,0.176,0.791,0.302,2,Latin Groove,75.4
Shabbir Ahmed,0.707,0.714,0.229,118.974,0.436,0.031,0.0,0.092,0.0,1.0,3,Asian Acoustic,
Shabir Sulthan,0.542,0.363,0.359,130.098,0.597,0.076,0.0,0.188,0.0,1.0,3,Asian Acoustic,
Shabjdeed,0.741,0.758,0.476,141.003,0.622,0.136,0.0,0.128,1.0,1.0,1,Pop Mainstream,
Shablo,0.665,0.705,0.521,101.371,0.228,0.132,0.0,0.339,0.259,0.007,4,Brazilian Beat,
Shaboozey,0.722,0.706,0.6,81.042,0.073,0.03,0.0,0.071,1.0,1.0,2,Latin Groove,85.0
Shabu,0.795,0.6,0.531,100.017,0.074,0.037,0.005,0.096,1.0,0.0,2,Latin Groove,
Shacki,0.828,0.656,0.525,107.057,0.272,0.252,0.13,0.118,1.0,0.658,2,Latin Groove,
Shadab Faridi,0.518,0.668,0.607,91.445,0.725,0.062,0.028,0.115,0.0,0.829,3,Asian Acoustic,
Shadow Blow,0.61,0.694,0.532,127.707,0.043,0.289,0.0,0.139,0.235,0.028,2,Latin Groove,
Shadow White,0.752,0.66,0.699,90.929,0.65,0.168,0.008,0.157,0.0,1.0,2,Latin Groove,18.0
Shady Blu,0.755,0.482,0.16,101.964,0.272,0.254,0.0,0.113,1.0,0.0,2,Latin Groove,
Shahmeer Raza Khan,0.683,0.58,0.786,108.01,0.563,0.039,0.002,0.113,0.0,0.0,3,Asian Acoustic,
Shahri,0.744,0.709,0.618,89.795,0.031,0.236,0.0,0.319,1.0,0.763,4,Brazilian Beat,50.6
Shahzaman,0.79,0.837,0.838,108.977,0.163,0.074,0.0,0.344,0.0,0.0,4,Brazilian Beat,
Shai Tsabari,0.378,0.506,0.256,85.421,0.74,0.045,0.081,0.284,0.0,0.0,3,Asian Acoustic,
Shajjar Hussain,0.648,0.136,0.491,95.913,0.89,0.034,0.0,0.11,0.0,0.0,3,Asian Acoustic,
Shak'thiya Subramaniamm,0.675,0.379,0.41,91.973,0.728,0.044,0.0,0.152,0.0,1.0,3,Asian Acoustic,
Shakes & Les,0.835,0.482,0.56,113.035,0.053,0.095,0.014,0.152,0.0,0.219,2,Latin Groove,
Shakin' Stevens,0.534,0.904,0.96,101.45,0.129,0.037,0.0,0.128,0.0,1.0,0,High Energy Pop,86.3
Shakira,0.779,0.686,0.639,135.278,0.391,0.178,0.0,0.538,0.433,0.558,4,Brazilian Beat,83.9
Shakkii,0.846,0.604,0.492,96.02,0.215,0.272,0.0,0.403,0.0,1.0,4,Brazilian Beat,
Shakthisree Gopalan,0.68,0.789,0.463,105.993,0.262,0.038,0.511,0.139,0.0,0.0,2,Latin Groove,
Shallipopi,0.857,0.744,0.648,112.0,0.225,0.124,0.014,0.171,0.681,0.571,2,Latin Groove,63.4
Shalmali Kholgade,0.732,0.944,0.957,120.02,0.209,0.09,0.0,0.401,0.0,1.0,4,Brazilian Beat,
Sham Rock,0.676,0.954,0.934,126.975,0.016,0.046,0.0,0.311,0.0,0.0,4,Brazilian Beat,60.5
Shamoon Ismail,0.858,0.556,0.434,96.813,0.339,0.259,0.0,0.284,0.8,1.0,2,Latin Groove,
Shandesh,0.76,0.674,0.802,122.825,0.14,0.098,0.001,0.065,0.0,0.441,0,High Energy Pop,
Shania Twain,0.621,0.66,0.407,119.937,0.005,0.037,0.0,0.072,0.0,0.0,1,Pop Mainstream,
Shankar Mahadevan,0.528,0.82,0.44,149.934,0.439,0.043,0.0,0.198,0.0,1.0,1,Pop Mainstream,50.0
Shankar-Ehsaan-Loy,0.726,0.53,0.594,126.06,0.498,0.053,0.0,0.14,0.0,1.0,1,Pop Mainstream,
Shankarr Babu Kandukoori,0.808,0.777,0.903,137.929,0.38,0.074,0.0,0.073,0.0,0.0,0,High Energy Pop,
Shanti Dope,0.684,0.471,0.247,127.026,0.403,0.04,0.0,0.113,0.0,1.0,3,Asian Acoustic,72.2
Shantty,0.769,0.738,0.792,99.006,0.148,0.076,0.0,0.066,0.0,0.0,0,High Energy Pop,
Shapes,0.459,0.732,0.323,86.292,0.317,0.148,0.008,0.195,0.0,0.0,3,Asian Acoustic,
Shareh,0.595,0.496,0.311,86.966,0.156,0.181,0.0,0.094,1.0,0.0,2,Latin Groove,
Sharfu,0.507,0.446,0.346,104.912,0.812,0.031,0.0,0.216,0.0,0.0,3,Asian Acoustic,
Sharik,0.879,0.544,0.583,91.988,0.202,0.066,0.0,0.127,0.0,1.0,1,Pop Mainstream,
Sharmoofers,0.801,0.821,0.548,95.036,0.047,0.076,0.0,0.041,0.0,0.0,2,Latin Groove,57.4
Sharn,0.637,0.703,0.553,81.99,0.53,0.079,0.0,0.11,0.0,0.0,3,Asian Acoustic,
Sharon Shannon,0.385,0.79,0.939,168.849,0.251,0.043,0.0,0.131,0.0,1.0,0,High Energy Pop,
Shartnuss,0.459,0.408,0.287,150.922,0.801,0.036,0.031,0.162,0.0,1.0,3,Asian Acoustic,
Sharvi Yadav,0.791,0.866,0.758,102.344,0.215,0.211,0.0,0.148,0.548,0.619,2,Latin Groove,
Shashaa Tirupati,0.563,0.495,0.244,125.998,0.781,0.036,0.0,0.084,0.0,1.0,3,Asian Acoustic,
Shashwat Singh,0.525,0.621,0.477,121.907,0.633,0.039,0.0,0.127,0.0,1.0,3,Asian Acoustic,
ShaunMusiq & Ftears,0.849,0.657,0.514,113.209,0.093,0.054,0.027,0.208,0.0,1.0,1,Pop Mainstream,
Shaunmusiq,0.9,0.772,0.342,112.003,0.007,0.045,0.014,0.627,0.0,1.0,4,Brazilian Beat,
Shaw,0.646,0.538,0.471,105.201,0.413,0.157,0.002,0.098,0.76,0.0,2,Latin Groove,55.6
Shawn Mendes,0.576,0.735,0.455,104.992,0.007,0.091,0.0,0.475,1.0,1.0,4,Brazilian Beat,74.3
Shawty,0.705,0.629,0.474,119.995,0.119,0.029,0.0,0.114,0.0,0.0,0,High Energy Pop,69.9
Shay,0.755,0.756,0.743,86.542,0.195,0.057,0.0,0.201,1.0,0.0,2,Latin Groove,
Shay Gabso,0.46,0.34,0.145,89.882,0.47,0.026,0.0,0.11,0.0,0.0,3,Asian Acoustic,44.0
Shay Wize,0.519,0.515,0.21,78.987,0.684,0.024,0.0,0.119,0.0,0.0,3,Asian Acoustic,44.0
Shaydee's,0.821,0.512,0.642,103.91,0.572,0.46,0.0,0.243,1.0,1.0,4,Brazilian Beat,
Shaylee Atary,0.426,0.211,0.461,92.645,0.91,0.045,0.0,0.113,0.0,0.0,3,Asian Acoustic,40.5
Shebeshxt,0.685,0.735,0.722,124.537,0.077,0.08,0.0,0.186,0.023,0.186,0,High Energy Pop,
Sheenam Katholic,0.795,0.838,0.806,106.033,0.046,0.034,0.0,0.384,0.0,0.0,4,Brazilian Beat,
Shehab,0.727,0.5,0.462,120.619,0.2,0.174,0.0,0.119,0.0,0.248,2,Latin Groove,60.7
Shehnaaz Gill,0.744,0.609,0.298,90.978,0.334,0.134,0.0,0.127,0.0,0.0,2,Latin Groove,
Shehryar Khan,0.802,0.767,0.759,107.975,0.056,0.046,0.0,0.082,0.0,0.0,0,High Energy Pop,
Sheik,0.885,0.822,0.864,144.633,0.092,0.158,0.0,0.131,0.0,0.027,0,High Energy Pop,
Sheikh Haikel,0.43,0.264,0.286,104.083,0.797,0.063,0.0,0.326,0.0,1.0,3,Asian Acoustic,
Sheila On 7,0.687,0.612,0.697,122.23,0.073,0.028,0.005,0.116,0.0,1.0,1,Pop Mainstream,80.5
Shekhar Ravjiani,0.736,0.697,0.386,104.974,0.115,0.042,0.0,0.149,0.0,0.0,2,Latin Groove,
Shekhinah,0.535,0.537,0.736,70.404,0.108,0.468,0.0,0.084,1.0,0.0,2,Latin Groove,
Shela,0.78,0.672,0.926,114.42,0.186,0.261,0.0,0.346,0.0,0.262,4,Brazilian Beat,49.1
Shelast,0.543,0.799,0.526,145.116,0.115,0.373,0.0,0.105,1.0,1.0,2,Latin Groove,
Shelow Shaq,0.975,0.945,0.833,128.99,0.038,0.085,0.004,0.07,0.0,0.0,0,High Energy Pop,54.8
Shem-Tov Levy Ensemble,0.395,0.251,0.366,119.508,0.918,0.033,0.042,0.206,0.0,1.0,3,Asian Acoustic,
Shenbagaraj,0.7,0.941,0.704,155.093,0.327,0.337,0.001,0.19,0.0,0.0,4,Brazilian Beat,
Shenge Wasehlalankosi,0.818,0.631,0.846,139.961,0.09,0.039,0.0,0.073,0.0,1.0,0,High Energy Pop,
Shenge wasehlalankosi,0.538,0.774,0.838,104.354,0.335,0.041,0.0,0.465,0.0,0.858,4,Brazilian Beat,
Shenseea,0.819,0.618,0.66,103.9,0.41,0.104,0.0,0.135,0.728,0.0,2,Latin Groove,
Shenzi Beats,0.777,0.486,0.556,112.9,0.232,0.147,0.176,0.134,1.0,0.373,2,Latin Groove,
Sherazam,0.623,0.577,0.502,95.062,0.632,0.026,0.0,0.201,0.0,1.0,3,Asian Acoustic,
Sherine,0.608,0.772,0.78,132.671,0.146,0.045,0.0,0.284,0.0,0.036,4,Brazilian Beat,74.7
Shi Shi,0.37,0.322,0.097,129.865,0.666,0.047,0.0,0.11,0.0,1.0,3,Asian Acoustic,65.8
ShiGGa Shay,0.574,0.704,0.566,86.77,0.478,0.061,0.0,0.163,0.0,1.0,3,Asian Acoustic,
ShiTzO,0.576,0.538,0.05,90.035,0.078,0.18,0.712,0.802,0.0,1.0,4,Brazilian Beat,47.5
Shiga Lin,0.566,0.292,0.396,135.818,0.621,0.031,0.0,0.152,0.0,1.0,3,Asian Acoustic,55.0
Shiki,0.648,0.435,0.435,107.99,0.506,0.085,0.038,0.239,0.162,0.641,3,Asian Acoustic,66.2
Shilpa Rao,0.585,0.711,0.497,106.107,0.419,0.068,0.006,0.126,0.0,0.953,1,Pop Mainstream,
Shimmi,0.709,0.562,0.456,139.452,0.321,0.198,0.0,0.182,1.0,0.551,2,Latin Groove,50.1
Shimza,0.842,0.504,0.495,112.995,0.025,0.053,0.014,0.07,1.0,1.0,1,Pop Mainstream,
Shinda Kahlon,0.785,0.66,0.619,128.483,0.253,0.137,0.0,0.14,0.0,0.437,0,High Energy Pop,
Shindy,0.819,0.649,0.375,94.085,0.106,0.262,0.001,0.264,0.492,0.902,2,Latin Groove,63.5
Shinigami,0.684,0.556,0.411,147.542,0.211,0.286,0.0,0.486,1.0,0.0,4,Brazilian Beat,
Shipra Goyal,0.578,0.713,0.625,159.915,0.618,0.032,0.0,0.118,0.0,1.0,1,Pop Mainstream,
Shiraz Uppal,0.695,0.707,0.535,107.794,0.302,0.033,0.0,0.339,0.0,0.303,4,Brazilian Beat,
Shirin David,0.919,0.724,0.815,125.635,0.038,0.105,0.002,0.133,0.712,0.169,0,High Energy Pop,75.3
Shiro,0.644,0.563,0.445,101.68,0.651,0.26,0.01,0.2,1.0,0.005,2,Latin Groove,50.6
Shiva,0.697,0.652,0.431,117.005,0.173,0.188,0.0,0.183,0.489,0.214,2,Latin Groove,66.9
Shiza,0.925,0.65,0.923,137.052,0.057,0.155,0.006,0.092,0.0,1.0,0,High Energy Pop,
Shkodra Elektronike,0.605,0.874,0.537,95.025,0.058,0.054,0.001,0.161,0.0,0.0,0,High Energy Pop,70.3
Shloke Lal,0.651,0.604,0.62,145.888,0.731,0.05,0.0,0.125,0.0,1.0,3,Asian Acoustic,
Shlomo Artzi,0.58,0.421,0.546,115.56,0.786,0.034,0.0,0.135,0.0,0.333,3,Asian Acoustic,55.0
Shlomo Gronich,0.395,0.251,0.366,119.508,0.918,0.033,0.042,0.206,0.0,1.0,3,Asian Acoustic,
Shlomo Ydov,0.395,0.251,0.366,119.508,0.918,0.033,0.042,0.206,0.0,1.0,3,Asian Acoustic,
Shmiska,0.684,0.523,0.163,130.062,0.009,0.046,0.0,0.341,0.0,1.0,1,Pop Mainstream,13.0
Shobee,0.621,0.592,0.381,145.8,0.046,0.119,0.0,0.272,0.571,0.238,0,High Energy Pop,
Shoday,0.679,0.758,0.66,114.859,0.243,0.221,0.0,0.136,0.301,0.699,2,Latin Groove,50.7
Shorae Moore,0.52,0.556,0.559,103.352,0.746,0.074,0.0,0.383,0.0,0.0,4,Brazilian Beat,
Shota Shimizu,0.602,0.711,0.657,94.979,0.1,0.032,0.0,0.374,0.0,1.0,4,Brazilian Beat,74.0
Shree Mani,0.436,0.604,0.676,155.777,0.414,0.127,0.0,0.254,0.0,0.0,4,Brazilian Beat,
ShrekDiMC,0.756,0.6,0.455,104.479,0.231,0.1,0.0,0.144,0.0,0.0,2,Latin Groove,
Shreya Ghoshal,0.462,0.648,0.528,94.054,0.643,0.058,0.012,0.189,0.0,0.801,3,Asian Acoustic,
Shreyas Puranik,0.273,0.406,0.534,89.501,0.734,0.03,0.0,0.189,0.0,0.999,3,Asian Acoustic,
Shroof,0.3,0.62,0.296,75.195,0.219,0.124,0.0,0.075,0.0,0.0,3,Asian Acoustic,
Shturcite,0.624,0.559,0.562,127.551,0.25,0.029,0.0,0.061,0.0,0.0,1,Pop Mainstream,32.0
Shu-Bi-Dua,0.49,0.826,0.664,109.998,0.251,0.034,0.0,0.429,0.0,1.0,4,Brazilian Beat,54.9
Shubh,0.779,0.582,0.579,105.025,0.207,0.09,0.003,0.169,0.15,0.296,2,Latin Groove,76.8
Shuja Haider,0.543,0.91,0.334,75.987,0.352,0.064,0.001,0.135,0.0,0.0,3,Asian Acoustic,43.3
Shuli Rand,0.544,0.228,0.216,83.934,0.941,0.028,0.0,0.112,0.0,1.0,3,Asian Acoustic,51.0
Shweta Mohan,0.74,0.631,0.644,101.41,0.254,0.085,0.0,0.337,0.0,0.0,4,Brazilian Beat,
Shxnnon,0.446,0.542,0.258,156.622,0.021,0.054,0.002,0.14,1.0,1.0,1,Pop Mainstream,
Shy Smith,0.9,0.67,0.84,109.001,0.053,0.079,0.0,0.063,1.0,1.0,2,Latin Groove,81.5
Shyboiitobii,0.634,0.744,0.203,160.024,0.08,0.112,0.0,0.122,0.0,1.0,1,Pop Mainstream,
Shye,0.58,0.396,0.383,138.769,0.53,0.08,0.0,0.142,0.0,1.0,3,Asian Acoustic,
Shygirl,0.735,0.654,0.688,137.713,0.244,0.237,0.005,0.709,1.0,1.0,4,Brazilian Beat,
Shyycloudd,0.304,0.328,0.428,80.013,0.061,0.032,0.0,0.116,1.0,0.0,3,Asian Acoustic,19.0
Sia,0.656,0.628,0.393,102.275,0.284,0.051,0.0,0.135,0.0,0.647,3,Asian Acoustic,88.6
Sia Mzizi,0.824,0.677,0.685,113.01,0.021,0.06,0.229,0.069,0.0,0.0,2,Latin Groove,
Siaka,0.79,0.575,0.444,137.108,0.767,0.283,0.0,0.109,0.0,0.0,2,Latin Groove,75.2
SiarBeats,0.625,0.698,0.55,129.837,0.375,0.403,0.0,0.108,1.0,0.0,2,Latin Groove,
Sibel Can,0.551,0.805,0.884,175.38,0.733,0.063,0.0,0.342,0.0,0.0,4,Brazilian Beat,61.3
Sica,0.75,0.627,0.479,143.996,0.01,0.13,0.0,0.171,1.0,0.0,2,Latin Groove,
Sicario,0.644,0.648,0.315,99.63,0.203,0.117,0.001,0.124,0.068,0.003,2,Latin Groove,61.9
Sick Luke,0.634,0.626,0.601,87.275,0.007,0.219,0.0,0.102,0.993,0.993,2,Latin Groove,
Sickan,0.822,0.728,0.31,100.645,0.299,0.124,0.0,0.095,1.0,0.0,2,Latin Groove,22.0
Sickick,0.706,0.633,0.375,110.005,0.267,0.042,0.019,0.175,0.0,1.0,1,Pop Mainstream,
Sid Sriram,0.697,0.594,0.851,126.584,0.526,0.037,0.001,0.11,0.0,0.0,0,High Energy Pop,
Siddharth - Garima,0.273,0.405,0.534,89.48,0.735,0.03,0.0,0.189,0.0,1.0,3,Asian Acoustic,
Siddharth Basrur,0.692,0.764,0.495,95.002,0.054,0.065,0.0,0.092,0.0,1.0,1,Pop Mainstream,
Side Baby,0.741,0.728,0.553,119.469,0.254,0.225,0.0,0.106,1.0,0.25,2,Latin Groove,
Sidhu Moose Wala,0.655,0.747,0.427,111.447,0.096,0.246,0.0,0.123,0.3,0.601,2,Latin Groove,75.4
Sidney Sims,0.846,0.617,0.295,116.941,0.0,0.249,0.0,0.186,1.0,1.0,2,Latin Groove,22.0
Sido,0.784,0.633,0.65,91.495,0.167,0.193,0.0,0.138,0.098,0.526,2,Latin Groove,35.0
Sierra Ferrell,0.57,0.545,0.344,107.952,0.132,0.024,0.0,0.272,0.0,1.0,3,Asian Acoustic,
Siete7x,0.796,0.536,0.663,83.493,0.055,0.11,0.0,0.113,0.943,1.0,2,Latin Groove,
Sif,0.47,0.519,0.311,171.988,0.024,0.322,0.0,0.514,1.0,1.0,4,Brazilian Beat,23.4
Sigga Ózk,0.688,0.771,0.385,118.995,0.056,0.069,0.005,0.187,0.0,1.0,1,Pop Mainstream,25.5
Siggi Pálma,0.805,0.319,0.71,112.351,0.76,0.03,0.0,0.094,0.0,1.0,3,Asian Acoustic,
Siggy & D1ns,0.704,0.602,0.34,97.464,0.496,0.354,0.0,0.279,0.5,0.0,4,Brazilian Beat,
Sigma,0.672,0.655,0.342,103.789,0.276,0.161,0.0,0.119,0.584,0.037,2,Latin Groove,26.0
Signature By SB,0.664,0.695,0.556,86.885,0.082,0.221,0.0,0.214,0.0,0.0,2,Latin Groove,
Signo,0.903,0.745,0.399,109.984,0.653,0.102,0.0,0.086,1.0,0.0,2,Latin Groove,
Sigrid,0.62,0.334,0.296,138.226,0.672,0.031,0.0,0.145,0.0,0.964,3,Asian Acoustic,63.0
Sigrún Björnsdóttir,0.671,0.429,0.556,131.717,0.944,0.16,0.0,0.23,0.0,0.0,3,Asian Acoustic,
Sigurður Guðmundsson,0.232,0.478,0.346,64.947,0.574,0.035,0.0,0.123,0.0,1.0,3,Asian Acoustic,
Sigvardt,0.761,0.806,0.325,126.034,0.042,0.167,0.0,0.354,0.0,0.0,4,Brazilian Beat,
Siju Thuravoor,0.808,0.777,0.903,137.929,0.38,0.074,0.0,0.073,0.0,0.0,0,High Energy Pop,
Sik Jagga,0.838,0.396,0.754,100.038,0.33,0.238,0.0,0.08,0.0,0.0,2,Latin Groove,
Sik-K,0.645,0.921,0.582,132.03,0.063,0.034,0.0,0.302,0.0,0.0,4,Brazilian Beat,
Sikander Kahlon,0.465,0.646,0.336,99.436,0.006,0.184,0.0,0.191,0.0,1.0,1,Pop Mainstream,
Silahsız Kuvvet,0.57,0.819,0.679,170.018,0.02,0.211,0.017,0.61,0.0,0.0,4,Brazilian Beat,67.9
Silas Africa,0.859,0.874,0.627,113.005,0.06,0.035,0.001,0.038,0.0,0.0,0,High Energy Pop,
Silence Wang,0.596,0.617,0.331,130.048,0.505,0.03,0.0,0.16,0.0,1.0,3,Asian Acoustic,74.3
Silent Addy,0.856,0.548,0.562,97.997,0.561,0.123,0.0,0.155,1.0,0.0,2,Latin Groove,
Silent Sanctuary,0.256,0.524,0.328,84.649,0.067,0.026,0.0,0.199,0.0,1.0,3,Asian Acoustic,63.3
Silenzio,0.522,0.425,0.269,112.128,0.854,0.123,0.011,0.158,0.667,0.667,3,Asian Acoustic,28.0
Siles Hendrix,0.811,0.464,0.633,112.198,0.316,0.442,0.0,0.178,0.833,0.0,2,Latin Groove,23.7
Silia Kapsis,0.698,0.862,0.333,100.009,0.077,0.086,0.0,0.124,0.0,0.0,2,Latin Groove,67.6
Silk Sonic,0.586,0.616,0.719,148.088,0.182,0.032,0.0,0.093,0.0,1.0,1,Pop Mainstream,
Silly Fools,0.616,0.889,0.773,116.046,0.001,0.048,0.0,0.086,0.0,1.0,0,High Energy Pop,65.4
Sillyelly,0.863,0.899,0.965,140.063,0.106,0.079,0.0,0.415,1.0,1.0,4,Brazilian Beat,
Silva Mc,0.648,0.873,0.776,130.003,0.194,0.334,0.0,0.291,1.0,0.0,4,Brazilian Beat,
Silvanno Salles,0.705,0.437,0.332,81.003,0.623,0.205,0.0,0.113,0.0,0.0,3,Asian Acoustic,
Silver,0.691,0.818,0.674,174.041,0.025,0.124,0.0,0.085,0.0,0.0,0,High Energy Pop,
Silvester Belt,0.761,0.948,0.368,139.505,0.431,0.054,0.0,0.083,0.0,0.0,0,High Energy Pop,61.7
Silvestre Dangond,0.778,0.876,0.72,112.085,0.204,0.097,0.0,0.139,0.0,0.409,0,High Energy Pop,58.2
Silvia Infantas Y Los Condores,0.586,0.427,0.724,114.382,0.508,0.064,0.0,0.142,0.0,0.6,3,Asian Acoustic,56.0
Sima,0.683,0.706,0.378,128.138,0.423,0.107,0.0,0.124,0.009,0.188,3,Asian Acoustic,53.7
Sima Noon,0.361,0.672,0.151,79.546,0.015,0.047,0.0,0.335,1.0,1.0,3,Asian Acoustic,
Simar Kaur,0.81,0.759,0.45,115.063,0.414,0.124,0.0,0.637,0.0,1.0,4,Brazilian Beat,
Simba La Rue,0.65,0.608,0.576,130.934,0.122,0.256,0.0,0.13,1.0,0.555,2,Latin Groove,61.0
Simge,0.641,0.74,0.739,96.074,0.111,0.057,0.0,0.435,0.0,0.569,4,Brazilian Beat,73.1
Simi,0.752,0.635,0.516,106.9,0.374,0.2,0.0,0.148,0.5,0.5,2,Latin Groove,
Simiz,0.688,0.636,0.227,146.317,0.027,0.092,0.0,0.112,1.0,1.0,1,Pop Mainstream,
Simmy,0.526,0.545,0.432,101.016,0.472,0.039,0.108,0.098,0.0,1.0,3,Asian Acoustic,
Simon Superti,0.549,0.72,0.439,120.427,0.419,0.104,0.0,0.068,0.0,0.012,3,Asian Acoustic,62.6
Simone Bigioli,0.386,0.04,0.126,129.99,0.977,0.043,0.905,0.106,0.0,1.0,3,Asian Acoustic,
Simone Cristicchi,0.402,0.407,0.286,83.764,0.813,0.067,0.0,0.1,0.0,1.0,3,Asian Acoustic,40.8
Simone Mendes,0.593,0.865,0.557,128.569,0.299,0.064,0.0,0.685,0.0,0.356,4,Brazilian Beat,75.3
Simone Sommerland,0.893,0.645,0.989,148.033,0.306,0.043,0.0,0.116,0.0,1.0,0,High Energy Pop,
Simonu,0.718,0.623,0.782,135.329,0.115,0.138,0.0,0.221,0.0,0.0,0,High Energy Pop,
Simran Choudhary,0.861,0.645,0.86,122.897,0.588,0.042,0.001,0.077,0.0,0.0,0,High Energy Pop,
Sims Noreng,0.843,0.473,0.41,113.036,0.038,0.047,0.0,0.089,0.0,0.991,1,Pop Mainstream,
Sin Bandera,0.605,0.215,0.467,136.373,0.878,0.032,0.0,0.11,0.0,1.0,3,Asian Acoustic,77.2
Sin Boy,0.729,0.73,0.58,102.035,0.297,0.043,0.0,0.111,1.0,1.0,1,Pop Mainstream,45.0
Sin Laurent,0.755,0.755,0.669,110.928,0.326,0.086,0.027,0.172,0.604,0.15,2,Latin Groove,
Sin Límite,0.607,0.775,0.513,161.707,0.191,0.077,0.0,0.126,0.0,0.108,0,High Energy Pop,60.9
Sin Nombre,0.754,0.742,0.392,95.812,0.553,0.043,0.0,0.235,1.0,1.0,2,Latin Groove,
Sine,0.499,0.695,0.325,87.36,0.11,0.253,0.0,0.114,1.0,0.0,2,Latin Groove,
Singapūras Satīns,0.725,0.828,0.715,131.426,0.175,0.144,0.0,0.571,0.306,0.9,4,Brazilian Beat,41.1
Sini Sabotage,0.676,0.764,0.566,125.009,0.024,0.034,0.056,0.111,0.0,1.0,1,Pop Mainstream,57.8
Sino Msolo,0.735,0.727,0.562,109.516,0.137,0.049,0.213,0.058,0.0,0.307,2,Latin Groove,
Sinterklaasliedjes Alles Kids,0.734,0.459,0.729,118.122,0.652,0.037,0.0,0.113,0.0,1.0,3,Asian Acoustic,
Sinusstøv,0.631,0.816,0.351,119.963,0.032,0.031,0.031,0.101,0.0,1.0,1,Pop Mainstream,32.0
Sinéad O'Connor,0.26,0.328,0.162,91.374,0.494,0.034,0.0,0.11,0.0,0.0,3,Asian Acoustic,
Sioma,0.894,0.457,0.453,97.981,0.144,0.332,0.0,0.083,1.0,0.0,2,Latin Groove,
Sipho Magudulela,0.838,0.563,0.714,114.012,0.004,0.071,0.542,0.172,0.0,1.0,2,Latin Groove,
Sipho Mchunu,0.584,0.8,0.91,89.721,0.018,0.096,0.0,0.138,0.0,1.0,0,High Energy Pop,
Sipo,0.687,0.666,0.241,160.173,0.212,0.05,0.0,0.116,1.0,1.0,1,Pop Mainstream,
Sir Mich,0.84,0.77,0.747,98.55,0.034,0.068,0.042,0.129,1.0,0.305,2,Latin Groove,
Sir Napkin,0.753,0.603,0.375,110.032,0.068,0.076,0.0,0.336,1.0,0.0,4,Brazilian Beat,
